1612422352594,1682.53125
1612422354260,117.20069204152249
1612422355269,114.05434782608695
1612422356269,108.90102389078498
1612422357277,110.0942760942761
1612422358283,110.32068965517242
1612422359290,113.24561403508773
1612422360296,111.69122807017544
1612422361297,107.19543973941369
1612422362299,108.75342465753425
1612422363333,117.58156028368795
1612422364337,115.27083333333333
1612422365342,117.45525291828794
1612422366342,108.14379084967321
1612422367346,108.48630136986301
1612422368350,125.36078431372549
1612422369352,113.40282685512368
1612422370358,111.24398625429554
1612422371368,110.27946127946127
1612422372380,109.32659932659932
1612422373381,123.3945945945946
1612422374382,115.7908611599297
1612422375421,113.84991273996509
1612422376424,116.33572710951526
1612422377431,110.48469387755102
1612422378433,117.83111954459203
1612422379433,110.90862068965517
1612422380438,124.69636363636364
1612422381444,186.47536231884058
1612422382452,118.79843444227006
1612422383456,128.48968105065666
1612422384456,170.44708994708995
1612422385465,128.57083333333333
1612422386470,131.1155303030303
1612422387495,207.62413793103448
1612422388502,200.58244680851064
1612422389502,522.0807174887892
1612422390502,140.26735218508998
1612422391502,111.01381692573402
1612422392504,191.4449472096531
1612422393508,111.6006855184233
1612422394513,114.23771224307417
1612422395515,116.03082502266545
1612422396515,114.00445632798574
1612422397515,113.21302816901408
1612422398517,116.16264521894549
1612422399517,119.13339731285988
1612422400518,110.30025662959795
1612422401518,114.50657318141981
1612422402519,119.16555023923445
1612422403527,111.47893379191746
1612422404527,114.38137869292748
1612422405527,113.00879507475814
1612422406527,116.53321364452424
1612422407541,114.49379432624113
1612422408541,118.85633802816902
1612422409541,114.65017667844523
1612422410542,122.55209347614411
1612422411544,113.77304964539007
1612422412544,109.01287553648069
1612422413548,118.7424931756142
1612422414548,114.5949594959496
1612422415558,114.42857142857143
1612422416561,110.44723183391004
1612422417561,112.21006944444444
1612422418563,117.83653846153847
1612422419565,110.63110102156641
1612422420566,139.94759825327512
1612422421570,111.68809523809524
1612422422571,115.66666666666667
1612422423572,112.05232558139535
1612422424572,117.59975961538461
1612422425572,115.64125
1612422426573,111.59018264840182
1612422427580,107.87611607142857
1612422428581,123.8098318240621
1612422429582,109.89318181818182
1612422430584,110.38558352402745
1612422431584,113.43966547192353
1612422432584,108.42451759364359
1612422433585,111.43218390804597
1612422434596,114.81754385964912
1612422435598,131.91518467852256
1612422436598,121.37979539641944
1612422437599,136.71388101983004
1612422438599,112.5349127182045
1612422439610,110.24297520661158
1612422440610,108.29655172413793
1612422441610,108.08417508417509
1612422442615,108.99159663865547
1612422443626,109.893760539629
1612422444631,110.31724137931035
1612422445652,114.57193605683837
1612422446653,108.72175379426645
1612422447655,116.12408759124088
1612422448657,111.00171232876713
1612422449659,111.33561643835617
1612422450661,114.6916221033868
1612422451669,108.79892280071813
1612422452682,106.42553191489361
