1612423501280,1779
1612423501281,1776
1612423501282,1774
1612423501284,1793
1612423501284,1745
1612423501292,1764
1612423501292,1784
1612423501292,1785
1612423501292,1768
1612423501292,1782
1612423501293,1764
1612423501293,1764
1612423501293,1761
1612423501293,1760
1612423501293,1780
1612423501293,1761
1612423501294,1780
1612423501294,1782
1612423501294,1767
1612423501294,1780
1612423501295,1771
1612423501295,1760
1612423501295,1761
1612423501295,1781
1612423501296,1730
1612423501296,1779
1612423501296,1781
1612423501296,1781
1612423501304,1751
1612423501304,1761
1612423501307,1719
1612423501307,1756
1612423501308,1746
1612423501311,1744
1612423501311,1717
1612423501314,1744
1612423501314,1741
1612423501315,1760
1612423501316,1760
1612423501318,1757
1612423501318,1762
1612423501319,1739
1612423501320,1736
1612423501321,1754
1612423501321,1743
1612423501322,1756
1612423501322,1732
1612423501323,1738
1612423501323,1741
1612423501324,1753
1612423501325,1729
1612423501326,1730
1612423501327,1699
1612423501329,1744
1612423501332,1748
1612423501335,1721
1612423501338,1717
1612423501338,1724
1612423501339,1687
1612423501340,1723
1612423501340,1739
1612423501341,1685
1612423501342,1732
1612423501343,1714
1612423503026,114
1612423503026,115
1612423503026,112
1612423503026,112
1612423503027,112
1612423503028,114
1612423503029,101
1612423503054,121
1612423503054,142
1612423503054,106
1612423503054,121
1612423503054,139
1612423503054,151
1612423503055,137
1612423503055,134
1612423503055,137
1612423503055,137
1612423503055,122
1612423503056,120
1612423503056,137
1612423503056,121
1612423503056,120
1612423503056,120
1612423503056,137
1612423503057,121
1612423503057,122
1612423503057,132
1612423503057,133
1612423503058,119
1612423503058,119
1612423503059,128
1612423503060,118
1612423503061,118
1612423503061,129
1612423503062,128
1612423503063,129
1612423503063,127
1612423503064,127
1612423503064,127
1612423503065,127
1612423503066,125
1612423503073,122
1612423503073,126
1612423503074,120
1612423503074,120
1612423503074,119
1612423503074,120
1612423503075,118
1612423503075,118
1612423503075,137
1612423503075,119
1612423503076,119
1612423503076,124
1612423503076,118
1612423503076,119
1612423503077,128
1612423503077,118
1612423503077,119
1612423503077,118
1612423503077,119
1612423503078,123
1612423503079,122
1612423503080,122
1612423503080,121
1612423503130,109
1612423503138,109
1612423503138,110
1612423503139,109
1612423503140,108
1612423503141,107
1612423503142,105
1612423503160,125
1612423503175,122
1612423503175,118
1612423503176,122
1612423503176,117
1612423503177,120
1612423503177,121
1612423503177,121
1612423503177,120
1612423503177,121
1612423503178,120
1612423503178,119
1612423503179,122
1612423503179,122
1612423503187,114
1612423503189,112
1612423503189,112
1612423503190,123
1612423503190,123
1612423503190,123
1612423503190,126
1612423503191,125
1612423503191,122
1612423503191,125
1612423503192,128
1612423503192,124
1612423503192,122
1612423503192,122
1612423503192,127
1612423503193,122
1612423503193,122
1612423503193,122
1612423503193,122
1612423503193,136
1612423503193,137
1612423503194,121
1612423503194,124
1612423503194,135
1612423503194,120
1612423503194,125
1612423503195,119
1612423503195,121
1612423503195,134
1612423503195,122
1612423503195,120
1612423503196,121
1612423503196,121
1612423503196,120
1612423503199,117
1612423503200,116
1612423503201,128
1612423503201,116
1612423503201,128
1612423503202,115
1612423503205,125
1612423503205,125
1612423503212,118
1612423503239,119
1612423503247,110
1612423503247,110
1612423503248,94
1612423503248,109
1612423503248,94
1612423503248,110
1612423503285,117
1612423503293,109
1612423503293,111
1612423503297,113
1612423503297,114
1612423503297,113
1612423503297,113
1612423503298,104
1612423503298,110
1612423503298,112
1612423503298,111
1612423503298,112
1612423503301,107
1612423503301,108
1612423503301,108
1612423503301,108
1612423503301,109
1612423503313,123
1612423503313,106
1612423503313,128
1612423503313,123
1612423503314,122
1612423503314,121
1612423503314,120
1612423503314,126
1612423503315,120
1612423503315,127
1612423503315,121
1612423503315,126
1612423503315,126
1612423503315,119
1612423503316,118
1612423503316,127
1612423503316,118
1612423503316,126
1612423503316,119
1612423503316,119
1612423503316,119
1612423503316,121
1612423503317,118
1612423503317,117
1612423503317,119
1612423503317,118
1612423503317,118
1612423503318,119
1612423503319,118
1612423503319,117
1612423503320,117
1612423503329,123
1612423503329,123
1612423503329,125
1612423503329,108
1612423503329,108
1612423503330,122
1612423503330,122
1612423503330,122
1612423503330,122
1612423503342,115
1612423503342,112
1612423503357,106
1612423503357,121
1612423503357,121
1612423503358,121
1612423503358,120
1612423503402,110
1612423503402,111
1612423503402,110
1612423503404,113
1612423503408,109
1612423503408,109
1612423503409,108
1612423503409,104
1612423503409,108
1612423503409,108
1612423503410,107
1612423503410,107
1612423503410,107
1612423503410,108
1612423503410,108
1612423503411,106
1612423503411,108
1612423503419,104
1612423503434,109
1612423503434,109
1612423503434,109
1612423503434,109
1612423503434,103
1612423503435,108
1612423503435,108
1612423503435,108
1612423503435,117
1612423503435,108
1612423503435,108
1612423503435,108
1612423503435,108
1612423503436,109
1612423503436,109
1612423503436,110
1612423503436,109
1612423503436,110
1612423503436,117
1612423503437,108
1612423503437,108
1612423503437,116
1612423503437,109
1612423503437,109
1612423503437,116
1612423503440,113
1612423503441,112
1612423503441,111
1612423503441,111
1612423503442,110
1612423503442,110
1612423503443,111
1612423503452,117
1612423503452,105
1612423503452,105
1612423503452,104
1612423503452,104
1612423503452,117
1612423503454,115
1612423503454,115
1612423503457,112
1612423503463,106
1612423503478,121
1612423503478,120
1612423503478,105
1612423503479,120
1612423503512,101
1612423503512,117
1612423503513,109
1612423503513,109
1612423503517,127
1612423503517,112
1612423503517,112
1612423503517,112
1612423503517,111
1612423503517,112
1612423503517,111
1612423503517,112
1612423503517,111
1612423503518,111
1612423503518,111
1612423503518,110
1612423503519,109
1612423503523,107
1612423503537,114
1612423503543,116
1612423503543,116
1612423503543,116
1612423503543,115
1612423503543,115
1612423503543,115
1612423503543,117
1612423503543,116
1612423503543,115
1612423503543,115
1612423503543,115
1612423503545,129
1612423503545,115
1612423503545,131
1612423503545,115
1612423503545,131
1612423503546,113
1612423503546,130
1612423503546,131
1612423503546,130
1612423503552,123
1612423503552,122
1612423503552,122
1612423503552,123
1612423503552,122
1612423503553,122
1612423503553,122
1612423503553,121
1612423503553,121
1612423503553,122
1612423503554,121
1612423503556,120
1612423503556,120
1612423503557,118
1612423503557,118
1612423503569,122
1612423503569,122
1612423503569,121
1612423503569,122
1612423503569,120
1612423503569,108
1612423503583,108
1612423503598,106
1612423503599,112
1612423503599,112
1612423503613,115
1612423503622,105
1612423503622,106
1612423503628,112
1612423503628,112
1612423503628,113
1612423503628,112
1612423503628,112
1612423503629,111
1612423503629,112
1612423503629,112
1612423503629,112
1612423503629,112
1612423503629,111
1612423503629,112
1612423503629,112
1612423503630,111
1612423503644,106
1612423503651,99
1612423503658,113
1612423503658,105
1612423503658,113
1612423503658,105
1612423503658,113
1612423503658,113
1612423503659,117
1612423503659,112
1612423503659,111
1612423503659,111
1612423503659,112
1612423503660,116
1612423503660,111
1612423503660,111
1612423503674,119
1612423503674,125
1612423503674,119
1612423503674,120
1612423503674,125
1612423503674,121
1612423503675,119
1612423503675,125
1612423503675,125
1612423503675,119
1612423503675,125
1612423503675,119
1612423503675,119
1612423503675,125
1612423503676,120
1612423503676,119
1612423503676,120
1612423503676,118
1612423503676,118
1612423503676,119
1612423503677,119
1612423503677,119
1612423503690,119
1612423503690,111
1612423503691,119
1612423503691,119
1612423503691,121
1612423503691,121
1612423503704,119
1612423503711,112
1612423503711,113
1612423503727,112
1612423503728,96
1612423503728,96
1612423503740,110
1612423503740,107
1612423503740,110
1612423503740,109
1612423503740,108
1612423503740,105
1612423503741,108
1612423503741,106
1612423503741,106
1612423503741,105
1612423503741,107
1612423503741,107
1612423503741,108
1612423503741,105
1612423503750,106
1612423503750,105
1612423503763,115
1612423503763,116
1612423503770,108
1612423503770,109
1612423503771,108
1612423503771,108
1612423503771,106
1612423503771,107
1612423503771,106
1612423503771,107
1612423503771,107
1612423503771,107
1612423503776,103
1612423503776,103
1612423503793,120
1612423503793,121
1612423503794,120
1612423503794,104
1612423503794,120
1612423503794,120
1612423503794,121
1612423503794,119
1612423503794,120
1612423503795,119
1612423503795,119
1612423503795,120
1612423503796,119
1612423503796,118
1612423503796,118
1612423503796,119
1612423503799,116
1612423503799,116
1612423503800,115
1612423503800,115
1612423503800,115
1612423503800,115
1612423503801,114
1612423503809,113
1612423503810,112
1612423503810,113
1612423503812,110
1612423503812,110
1612423503823,122
1612423503823,108
1612423503824,120
1612423503824,120
1612423503824,121
1612423503839,107
1612423503845,117
1612423503846,114
1612423503846,114
1612423503847,115
1612423503847,115
1612423503847,114
1612423503848,114
1612423503848,115
1612423503849,113
1612423503849,112
1612423503849,112
1612423503849,113
1612423503850,112
1612423503850,112
