1612421676040.00,POST,1787,201
1612421677827.00,POST,116,201
1612421677943.00,POST,134,201
1612421678077.00,POST,118,201
1612421678195.00,POST,109,201
1612421678304.00,POST,115,201
1612421678419.00,POST,127,201
1612421678546.00,POST,112,201
1612421678658.00,POST,111,201
1612421678769.00,POST,128,201
1612421678897.00,POST,107,201
1612421679004.00,POST,113,201
1612421679117.00,POST,101,201
1612421679218.00,POST,119,201
1612421679337.00,POST,116,201
1612421679453.00,POST,121,201
1612421679574.00,POST,107,201
1612421679681.00,POST,104,201
1612421679785.00,POST,98,201
1612421679883.00,POST,113,201
1612421679996.00,POST,114,201
1612421680110.00,POST,105,201
1612421680215.00,POST,101,201
1612421680316.00,POST,111,201
1612421680427.00,POST,106,201
1612421680533.00,POST,108,201
1612421680641.00,POST,108,201
1612421680749.00,POST,102,201
1612421680851.00,POST,104,201
1612421680955.00,POST,119,201
1612421681074.00,POST,112,201
1612421681186.00,POST,102,201
1612421681288.00,POST,111,201
1612421681399.00,POST,116,201
1612421681515.00,POST,113,201
1612421681628.00,POST,111,201
1612421681739.00,POST,114,201
1612421681853.00,POST,122,201
1612421681975.00,POST,123,201
1612421682098.00,POST,106,201
1612421682204.00,POST,144,201
1612421682348.00,POST,109,201
1612421682457.00,POST,120,201
1612421682577.00,POST,130,201
1612421682707.00,POST,111,201
1612421682818.00,POST,125,201
1612421682943.00,POST,109,201
1612421683052.00,POST,103,201
1612421683155.00,POST,112,201
1612421683268.00,POST,103,201
1612421683371.00,POST,142,201
1612421683513.00,POST,122,201
1612421683635.00,POST,104,201
1612421683739.00,POST,106,201
1612421683845.00,POST,111,201
1612421683956.00,POST,106,201
1612421684062.00,POST,100,201
1612421684162.00,POST,116,201
1612421684278.00,POST,103,201
1612421684381.00,POST,102,201
1612421684483.00,POST,123,201
1612421684606.00,POST,120,201
1612421684726.00,POST,103,201
1612421684829.00,POST,155,201
1612421684984.00,POST,106,201
1612421685090.00,POST,180,201
1612421685270.00,POST,113,201
1612421685383.00,POST,110,201
1612421685493.00,POST,107,201
1612421685600.00,POST,108,201
1612421685708.00,POST,116,201
1612421685824.00,POST,113,201
1612421685937.00,POST,111,201
1612421686048.00,POST,114,201
1612421686162.00,POST,112,201
1612421686274.00,POST,107,201
1612421686381.00,POST,103,201
1612421686484.00,POST,109,201
1612421686593.00,POST,100,201
1612421686693.00,POST,118,201
1612421686811.00,POST,100,201
1612421686911.00,POST,106,201
1612421687017.00,POST,102,201
1612421687119.00,POST,123,201
1612421687242.00,POST,107,201
1612421687349.00,POST,109,201
1612421687458.00,POST,108,201
1612421687566.00,POST,112,201
1612421687678.00,POST,120,201
1612421687798.00,POST,116,201
1612421687914.00,POST,110,201
1612421688024.00,POST,111,201
1612421688135.00,POST,102,201
1612421688237.00,POST,111,201
1612421688348.00,POST,109,201
1612421688457.00,POST,114,201
1612421688571.00,POST,99,201
1612421688670.00,POST,123,201
1612421688793.00,POST,195,201
1612421688988.00,POST,102,201
1612421689090.00,POST,100,201
1612421689190.00,POST,99,201
1612421689290.00,POST,117,201
1612421689407.00,POST,114,201
1612421689522.00,POST,104,201
1612421689626.00,POST,106,201
1612421689732.00,POST,102,201
1612421689834.00,POST,96,201
1612421689930.00,POST,109,201
1612421690039.00,POST,117,201
1612421690156.00,POST,93,201
1612421690249.00,POST,110,201
1612421690359.00,POST,118,201
1612421690477.00,POST,109,201
1612421690586.00,POST,111,201
1612421690697.00,POST,109,201
1612421690806.00,POST,106,201
1612421690912.00,POST,116,201
1612421691028.00,POST,112,201
1612421691140.00,POST,118,201
1612421691258.00,POST,107,201
1612421691365.00,POST,120,201
1612421691485.00,POST,106,201
1612421691591.00,POST,95,201
1612421691686.00,POST,124,201
1612421691810.00,POST,110,201
1612421691920.00,POST,102,201
1612421692022.00,POST,100,201
1612421692122.00,POST,106,201
1612421692228.00,POST,103,201
1612421692331.00,POST,106,201
1612421692437.00,POST,119,201
1612421692556.00,POST,102,201
1612421692658.00,POST,108,201
1612421692766.00,POST,110,201
1612421692876.00,POST,114,201
1612421692990.00,POST,104,201
1612421693094.00,POST,103,201
1612421693197.00,POST,104,201
1612421693301.00,POST,108,201
1612421693409.00,POST,101,201
1612421693510.00,POST,110,201
1612421693620.00,POST,102,201
1612421693722.00,POST,118,201
1612421693840.00,POST,101,201
1612421693941.00,POST,108,201
1612421694049.00,POST,106,201
1612421694155.00,POST,114,201
1612421694269.00,POST,98,201
1612421694367.00,POST,103,201
1612421694470.00,POST,112,201
1612421694582.00,POST,107,201
1612421694689.00,POST,100,201
1612421694789.00,POST,113,201
1612421694902.00,POST,102,201
1612421695004.00,POST,107,201
1612421695111.00,POST,113,201
1612421695224.00,POST,114,201
1612421695338.00,POST,95,201
1612421695433.00,POST,118,201
1612421695551.00,POST,106,201
1612421695657.00,POST,97,201
1612421695754.00,POST,111,201
1612421695865.00,POST,116,201
1612421695981.00,POST,105,201
1612421696086.00,POST,94,201
1612421696180.00,POST,93,201
1612421696273.00,POST,110,201
1612421696383.00,POST,105,201
1612421696488.00,POST,103,201
1612421696591.00,POST,99,201
1612421696690.00,POST,117,201
1612421696807.00,POST,105,201
1612421696912.00,POST,97,201
1612421697009.00,POST,115,201
1612421697124.00,POST,101,201
1612421697225.00,POST,118,201
1612421697343.00,POST,115,201
1612421697458.00,POST,113,201
1612421697571.00,POST,111,201
1612421697682.00,POST,115,201
1612421697797.00,POST,127,201
1612421697924.00,POST,110,201
1612421698034.00,POST,133,201
1612421698167.00,POST,115,201
1612421698282.00,POST,109,201
1612421698391.00,POST,143,201
1612421698534.00,POST,107,201
1612421698641.00,POST,109,201
1612421698750.00,POST,104,201
1612421698854.00,POST,107,201
1612421698961.00,POST,115,201
1612421699076.00,POST,102,201
1612421699178.00,POST,118,201
1612421699296.00,POST,108,201
1612421699404.00,POST,106,201
1612421699510.00,POST,106,201
1612421699616.00,POST,102,201
1612421699718.00,POST,116,201
1612421699834.00,POST,100,201
1612421699934.00,POST,110,201
1612421700044.00,POST,105,201
1612421700149.00,POST,104,201
1612421700253.00,POST,120,201
1612421700373.00,POST,109,201
1612421700482.00,POST,106,201
1612421700588.00,POST,110,201
1612421700698.00,POST,106,201
1612421700804.00,POST,111,201
1612421700915.00,POST,101,201
1612421701016.00,POST,106,201
1612421701122.00,POST,108,201
1612421701230.00,POST,102,201
1612421701332.00,POST,100,201
1612421701432.00,POST,97,201
1612421701529.00,POST,93,201
1612421701622.00,POST,99,201
1612421701721.00,POST,128,201
1612421701849.00,POST,114,201
1612421701963.00,POST,115,201
1612421702078.00,POST,108,201
1612421702186.00,POST,102,201
1612421702288.00,POST,108,201
1612421702396.00,POST,112,201
1612421702508.00,POST,112,201
1612421702620.00,POST,106,201
1612421702726.00,POST,107,201
1612421702833.00,POST,103,201
1612421702936.00,POST,103,201
1612421703039.00,POST,126,201
1612421703165.00,POST,111,201
1612421703276.00,POST,103,201
1612421703379.00,POST,104,201
1612421703483.00,POST,115,201
1612421703598.00,POST,106,201
1612421703704.00,POST,111,201
1612421703815.00,POST,111,201
1612421703926.00,POST,107,201
1612421704033.00,POST,105,201
1612421704138.00,POST,112,201
1612421704250.00,POST,102,201
1612421704352.00,POST,101,201
1612421704453.00,POST,110,201
1612421704563.00,POST,104,201
1612421704667.00,POST,103,201
1612421704770.00,POST,106,201
