1614820168519,POST,2252,201
1614820170771,POST,120,201
1614820170891,POST,112,201
1614820171003,POST,120,201
1614820171123,POST,111,201
1614820171234,POST,105,201
1614820171339,POST,112,201
1614820171451,POST,112,201
1614820171563,POST,119,201
1614820171682,POST,129,201
1614820171811,POST,104,201
1614820171915,POST,112,201
1614820172027,POST,104,201
1614820172131,POST,103,201
1614820172234,POST,105,201
1614820172339,POST,104,201
1614820172443,POST,108,201
1614820172551,POST,104,201
1614820172655,POST,104,201
1614820172759,POST,104,201
1614820172863,POST,96,201
1614820172959,POST,96,201
1614820173055,POST,112,201
1614820173167,POST,104,201
1614820173271,POST,96,201
1614820173367,POST,104,201
1614820173471,POST,96,201
1614820173567,POST,103,201
1614820173670,POST,112,201
1614820173782,POST,104,201
1614820173886,POST,120,201
1614820174006,POST,112,201
1614820174118,POST,104,201
1614820174222,POST,144,201
1614820174366,POST,198,201
1614820174564,POST,139,201
1614820174703,POST,104,201
1614820174807,POST,112,201
1614820174919,POST,104,201
1614820175023,POST,111,201
1614820175134,POST,96,201
1614820175230,POST,104,201
1614820175334,POST,120,201
1614820175454,POST,104,201
1614820175558,POST,96,201
1614820175654,POST,112,201
1614820175766,POST,104,201
1614820175870,POST,112,201
1614820175982,POST,104,201
1614820176086,POST,104,201
1614820176190,POST,104,201
1614820176294,POST,104,201
1614820176398,POST,96,201
1614820176494,POST,100,201
1614820176594,POST,104,201
1614820176698,POST,96,201
1614820176794,POST,104,201
1614820176898,POST,104,201
1614820177002,POST,96,201
1614820177098,POST,96,201
1614820177194,POST,111,201
1614820177305,POST,104,201
1614820177409,POST,104,201
1614820177513,POST,104,201
1614820177617,POST,104,201
1614820177721,POST,96,201
1614820177817,POST,104,201
1614820177921,POST,104,201
1614820178025,POST,104,201
1614820178129,POST,112,201
1614820178241,POST,104,201
1614820178345,POST,96,201
1614820178441,POST,100,201
1614820178541,POST,106,201
1614820178647,POST,104,201
1614820178751,POST,112,201
1614820178863,POST,135,201
1614820178998,POST,108,201
1614820179106,POST,117,201
1614820179223,POST,114,201
1614820179337,POST,107,201
1614820179444,POST,280,201
1614820179724,POST,122,201
1614820179846,POST,104,201
1614820179950,POST,112,201
1614820180062,POST,104,201
1614820180166,POST,104,201
1614820180270,POST,104,201
1614820180374,POST,104,201
1614820180478,POST,100,201
1614820180578,POST,112,201
1614820180690,POST,120,201
1614820180810,POST,112,201
1614820180922,POST,112,201
1614820181034,POST,112,201
1614820181146,POST,104,201
1614820181250,POST,104,201
1614820181354,POST,104,201
1614820181458,POST,96,201
1614820181554,POST,104,201
1614820181658,POST,112,201
1614820181770,POST,100,201
1614820181870,POST,200,201
1614820182070,POST,96,201
1614820182166,POST,112,201
1614820182278,POST,96,201
1614820182374,POST,104,201
1614820182478,POST,108,201
1614820182586,POST,112,201
1614820182698,POST,96,201
1614820182794,POST,96,201
1614820182890,POST,160,201
1614820183050,POST,112,201
1614820183162,POST,104,201
1614820183266,POST,192,201
1614820183458,POST,119,201
1614820183577,POST,112,201
1614820183689,POST,112,201
1614820183801,POST,104,201
1614820183905,POST,105,201
1614820184010,POST,103,201
1614820184113,POST,104,201
1614820184217,POST,112,201
1614820184329,POST,101,201
1614820184430,POST,124,201
1614820184554,POST,120,201
1614820184674,POST,104,201
1614820184778,POST,104,201
1614820184882,POST,120,201
1614820185002,POST,120,201
1614820185122,POST,104,201
1614820185226,POST,104,201
1614820185330,POST,104,201
1614820185434,POST,112,201
1614820185546,POST,104,201
1614820185650,POST,96,201
1614820185746,POST,112,201
1614820185858,POST,104,201
1614820185962,POST,104,201
1614820186066,POST,112,201
1614820186178,POST,120,201
1614820186298,POST,95,201
1614820186393,POST,96,201
1614820186489,POST,101,201
1614820186590,POST,104,201
1614820186694,POST,104,201
1614820186798,POST,112,201
1614820186910,POST,104,201
1614820187014,POST,104,201
1614820187118,POST,95,201
1614820187213,POST,104,201
1614820187317,POST,96,201
1614820187413,POST,96,201
1614820187509,POST,112,201
1614820187621,POST,112,201
1614820187733,POST,104,201
1614820187837,POST,96,201
1614820187933,POST,96,201
1614820188029,POST,96,201
1614820188125,POST,104,201
1614820188229,POST,96,201
1614820188325,POST,97,201
1614820188422,POST,108,201
1614820188530,POST,112,201
1614820188642,POST,136,201
1614820188778,POST,240,201
1614820189018,POST,208,201
1614820189226,POST,112,201
1614820189338,POST,96,201
1614820189434,POST,104,201
1614820189538,POST,104,201
1614820189642,POST,103,201
1614820189745,POST,104,201
1614820189849,POST,104,201
1614820189953,POST,96,201
1614820190049,POST,112,201
1614820190161,POST,120,201
1614820190281,POST,104,201
1614820190385,POST,116,201
1614820190501,POST,111,201
1614820190612,POST,114,201
1614820190726,POST,104,201
1614820190830,POST,103,201
1614820190933,POST,96,201
1614820191029,POST,112,201
1614820191141,POST,152,201
1614820191293,POST,112,201
1614820191405,POST,96,201
1614820191501,POST,111,201
1614820191612,POST,96,201
1614820191708,POST,104,201
1614820191812,POST,104,201
1614820191916,POST,112,201
1614820192028,POST,96,201
1614820192124,POST,112,201
1614820192236,POST,112,201
1614820192348,POST,120,201
1614820192468,POST,236,201
1614820192704,POST,128,201
1614820192832,POST,104,201
1614820192936,POST,112,201
1614820193048,POST,112,201
1614820193160,POST,104,201
1614820193264,POST,95,201
1614820193359,POST,104,201
1614820193463,POST,105,201
1614820193568,POST,96,201
1614820193664,POST,104,201
1614820193768,POST,216,201
1614820193984,POST,120,201
1614820194104,POST,176,201
1614820194280,POST,112,201
1614820194392,POST,96,201
1614820194488,POST,100,201
1614820194588,POST,104,201
1614820194692,POST,104,201
1614820194796,POST,104,201
1614820194900,POST,96,201
1614820194996,POST,104,201
1614820195100,POST,104,201
1614820195204,POST,104,201
1614820195308,POST,103,201
1614820195411,POST,104,201
1614820195515,POST,113,201
1614820195628,POST,96,201
1614820195724,POST,96,201
1614820195820,POST,104,201
1614820195924,POST,104,201
1614820196028,POST,104,201
1614820196132,POST,104,201
1614820196236,POST,96,201
1614820196332,POST,104,201
1614820196436,POST,100,201
1614820196536,POST,104,201
1614820196640,POST,104,201
